date,CLP1,CLP5,CLP6,RiverLevel,RiverTemp,RiverCond,AirTemp,Precipitation,NDD,NDD_cum,FTC,FTC_cum,CLP1_diff,CLP5_diff,CLP6_diff
2024-08-18,4.53050662908557,1.58357911212572,5.72271638803637,0.114895833333333,12.7854166666667,1.25958333333333,15.29,9.6,0,0,0,0,0.008143755932460195,0.0005190877642797798,0.005396493837690031
2024-08-19,4.55050350543716,1.58326755321673,5.74997504614585,0.113958333333333,12.6510416666667,1.26,16.92,0.0,0,0,0,0,0.01999687635158942,-0.00031155890898992844,0.027258658109479583
2024-08-20,4.55272169282542,1.58356235002111,5.74836210481734,0.112729166666667,12.97125,1.25833333333333,18.6,0.0,0,0,0,0,0.0022181873882605174,0.0002947968043800486,-0.0016129413285099758
2024-08-21,4.57841518437958,1.59783516133876,5.76584932631785,0.111020833333333,13.2222916666667,1.26125,19.9,0.0,0,0,0,0,0.025693491554159564,0.014272811317650014,0.017487221500510408
2024-08-22,4.58839996931249,1.59886829736686,5.77529093441188,0.110166666666667,13.5183333333333,1.26625,19.67,0.0,0,0,0,0,0.009984784932909996,0.0010331360280999569,0.009441608094030052
2024-08-23,4.5958481115014,1.59677308672779,5.77790079984937,0.109,13.4614583333333,1.26729166666667,19.84,0.0,0,0,0,0,0.007448142188910545,-0.002095210639069922,0.0026098654374893115
2024-08-24,4.61458994412921,1.60380061325278,5.79366037778363,0.10875,13.300625,1.26833333333333,19.12,0.0,0,0,0,0,0.018741832627809707,0.0070275265249899466,0.015759577934260527
2024-08-25,4.66340091615508,1.60380061325278,5.84081670612938,0.107708333333333,13.2058333333333,1.26791666666667,19.57,0.0,0,0,0,0,0.048810972025870036,0.0,0.0471563283457499
2024-08-26,4.67824710547971,1.64056058261619,5.84701812651543,0.108291666666667,12.966875,1.26479166666667,16.4,10.2,0,0,0,0,0.01484618932463011,0.03675996936340997,0.006201420386050316
2024-08-27,4.71305832732304,1.64423776221629,5.88294648700802,0.1078125,12.874375,1.27041666666667,18.84,0.0,0,0,0,0,0.034811221843329854,0.0036771796001000556,0.03592836049258974
